part,clause,page,lineno,field,value
2,,113,35,E.Info.SCM-1.SecurityAssets.AddMeasures],and
2,,113,36,E.Info.SCM-1.PrivacyAssets.AddMeasures].,
2,,113,41,E.Info.SCM-1.SecurityAsset],or privacy assets documented in [E.Info.SCM-1.PrivacyAsset] when
2,,114,6,"E.Info.SCM-1.NetworkInterface],",check whether the path
2,,114,7,E.Info.DT.SCM-1],ends with “NOT APPLICABLE” or “PASS”.
2,,114,8,"E.Info.DT.SCM-1],",examine its justification
2,,114,12,E.Info.DT.SCM-1],ends with
2,,114,14,E.Info.DT.SCM-1],ends with “FAIL”; and
2,,114,16,E.Info.DT.SCM-1].,
2,,114,18,E.Info.DT.SCM-1],ends with “FAIL”; or
2,,114,20,E.Info.DT.SCM-1].,
2,,115,7,E.Info.SCM-1.SecurityAsset].,
2,,115,9,E.Info.SCM-1.PrivacyAsset].,
2,,115,12,E.Info.SCM-1.SecurityAsset],and all privacy assets found are documented in [E.Info.SCM-
2,,115,15,E.Info.SCM-1.SecurityAsset],or a privacy asset is found which is not
2,,115,16,E.Info.SCM-1.PrivacyAsset].,
2,,115,25,E.Info.SCM-1.SecurityAsset],and for each privacy asset
2,,115,26,"E.Info.SCM-1.PrivacyAsset],","functionally confirm, using up-to-date evaluation methods,"
2,,115,27,E.Info.SCM-1.SCM].,
2,,115,30,E.Info.SCM-1.SCM],is not implemented.
2,,115,32,E.Info.SCM-1.SCM],is not implemented.
2,,117,33,E.Info.SCM-2.PrivacyAsset]),and security assets  do not solely rely on any of the methods
2,,117,36,E.Info.SCM-2.SecurityAsset],Description of each stored security asset that is communicated over
2,,117,37,E.Info.SCM-2.NetworkInterface],and for which integrity or
2,,117,39,E.Info.SCM-2.SecurityAsset.Com],Description of the use case where the asset is
2,,117,41,E.Info.SCM-2.NetworkInterface].,
2,,117,43,E.Info.SCM-2.SecurityAsset],is a subset of [E.Info.SCM-1.SecurityAsset].
2,,117,44,E.Info.SCM-2.PrivacyAsset],Description of each privacy asset that are communicated over network
2,,117,45,E.Info.SCM-2.NetworkInterface],and for which integrity or authenticity
2,,118,3,E.Info.SCM-2.PrivacyAsset.Com],Description of the use case where the asset is
2,,118,5,E.Info.SCM-2.NetworkInterface].,
2,,118,7,E.Info.SCM-2.PrivacyAsset],is a subset of [E.Info.SCM-1.PrivacyAsset].
2,,118,8,E.Info.SCM-2.NetworkInterface],"Description of all network interfaces of the equipment, including"
2,,118,9,E.Info.SCM-2.NetworkInterface.Protocol],All communication protocols implemented and
2,,118,12,E.Info.SCM-2.SCM],Description of each secure communication mechanism that is required per SCM-1
2,,118,13,E.Info.SCM,-
2,,118,14,"E.Info.SCM-2.SecurityAsset],",including:
2,,118,15,E.Info.SCM-2.SCM.Capabilities],Description of the security mechanisms and cryptographic
2,,118,17,E.Info.SCM-2.SecurityAsset],or privacy assets documented in [E.Info.SCM-2.PrivacyAsset]
2,,118,27,E.Info.SCM,-
2,,118,29,E.Info.SCM,-
2,,118,31,E.Info.SCM,-
2,,118,34,E.Info.SCM-2.NetworkInterface.Protocol];,and
2,,118,35,E.Info.SCM-2.SCM.PKI-based],
2,,118,37,E.Info.SCM,-
2,,118,39,E.Info.SCM,-
2,,118,50,E.Info.SCM,-
2,,118,52,E.Info.SCM-2.SCM.Generic],
2,,118,54,E.Info.SCM-2.NetworkInterface.Protocol];,and
2,,118,55,E.Info.SCM-2.SCM.ImplDetail],Refer to versioned standards or specifications
2,,118,58,E.Info.SCM-2.SCM.CCK],The description of  the properties of the confidential cryptographic
2,,118,60,E.Info.SCM-2.SCM.ThreatProtection],The description on how the mechanism protects
2,,119,5,E.Info.DT.SCM-2],Description of the selected path through the decision tree in Figure 23 for each secure
2,,119,6,E.Info.SCM-2.SCM].,
2,,119,9,E.Info.SCM-2.SCM],
2,,119,11,E.Info.DT.SCM-2],with the following properties:
2,,119,12,E.Info.SCM,-
2,,119,13,"E.Info.SCM-2.PrivacyAsset.Com],",[E.Info.SCM-2.SCM.ThreatProtection]
2,,119,14,E.Info.SCM-2.SCM.Capabilities];,and
2,,119,16,"E.Info.SCM-2.SecurityAsset.Com],",[E.Info.SCM-
2,,119,17,E.Info.SCM-2.SCM.Capabilities].,
2,,120,3,"E.Info.SCM-2.SCM],",and for each equipment state
2,,120,4,E.Info.DT.SCM-2],ends
2,,120,6,"E.Info.DT.SCM-2],",examine its justification
2,,120,10,E.Info.DT.SCM-2],ends with
2,,120,12,E.Info.DT.SCM-2],ends with “FAIL”; and
2,,120,14,E.Info.DT.SCM-2].,
2,,120,16,E.Info.DT.SCM-2],ends with “FAIL”; or
2,,120,18,E.Info.DT.SCM-2].,
2,,120,31,E.Info.SCM-2.SecurityAsset],and privacy asset documented in
2,,120,32,"E.Info.SCM-2.PrivacyAsset],","functionally confirm, using up-to-date evaluation methods, that integrity"
2,,120,33,E.Info.SCM,-
2,,120,37,"E.Info.SCM-2.SCM.ManufSecret],",that:
2,,121,9,"E.Info.SCM-2.SCM.SecChanExchange],",that:
2,,121,14,E.Info.SCM,-
2,,121,21,"E.Info.SCM-2.SCM.ThirdPartyTrust],",that:
2,,122,5,E.Info.SCM-2.SCM],the confirmations in the implementation category dependent
2,,122,8,E.Info.SCM-2.SCM],a confirmation in the implementation category dependent
2,,123,23,E.Info.SCM-3.SecurityAsset],Description of each stored security asset that is communicated over
2,,123,24,E.Info.SCM-3.NetworkInterface],and for which confidentiality is
2,,123,26,E.Info.SCM-3.SecurityAsset.Com],Description of the use case where the asset is
2,,123,28,E.Info.SCM-3.NetworkInterface].,
2,,123,30,E.Info.SCM-3.SecurityAsset],is a subset of [E.Info.SCM-1.SecurityAsset].
2,,123,31,E.Info.SCM-3.PrivacyAsset],Description of all privacy assets that are communicated over network
2,,123,32,E.Info.SCM-3.NetworkInterface],"and for which confidentiality is needed,"
2,,123,34,E.Info.SCM-3.PrivacyAsset.Com],Description of the use case where the asset is
2,,123,36,E.Info.SCM-3.NetworkInterface].,
2,,123,38,E.Info.SCM-3.PrivacyAsset],is a subset of [E.Info.SCM-1.PrivacyAsset].
2,,123,39,E.Info.SCM-3.NetworkInterface],"Description of all network interfaces of the equipment, including"
2,,123,40,E.Info.SCM-3.NetworkInterface.Protocol],All communication protocols implemented and
2,,123,43,E.Info.SCM-3.SCM],Description of each secure communication mechanism that is required per SCM-1
2,,123,44,E.Info.SCM-3.PrivacyAsset],or privacy
2,,123,45,"E.Info.SCM-3.PrivacyAsset],",including:
2,,124,3,E.Info.SCM-3.SCM.Capabilities],Description of the security mechanisms and cryptographic
2,,124,5,E.Info.SCM-3.SecurityAsset],or privacy assets documented in [E.Info.SCM-3.PrivacyAsset]
2,,124,15,E.Info.SCM,-
2,,124,18,E.Info.SCM-3.NetworkInterface.Protocol];,and
2,,124,27,E.Info.SCM,-
2,,124,30,E.Info.SCM-3.NetworkInterface.Protocol];,and
2,,124,31,E.Info.SCM-3.SCM.Generic],
2,,124,33,E.Info.SCM-3.NetworkInterface.Protocol];,and
2,,124,34,E.Info.SCM-3.SCM.ImplDetail],Refer to versioned standards or specifications
2,,124,37,E.Info.SCM-3.SCM.CCK],the properties of the confidential cryptographic keys used for
2,,124,39,E.Info.SCM-3.SCM.ThreatProtection],How the mechanism at least protects against the
2,,124,43,E.Info.DT.SCM-3],Description of the selected path through the decision tree in Figure 24 for each secure
2,,124,44,E.Info.SCM-3.SCM].,
2,,124,47,E.Info.SCM-3.SCM].,
2,,124,49,E.Info.DT.SCM-3],with the following properties:
2,,124,50,E.Info.SCM,-
2,,124,51,"E.Info.SCM-3.PrivacyAsset.Com],",[E.Info.SCM-3.SCM.ThreatProtection]
2,,124,52,E.Info.SCM-3.SCM.Capabilities];,and
2,,124,54,"E.Info.SCM-3.SecurityAsset.Com],",[E.Info.SCM-
2,,124,55,E.Info.SCM-3.SCM.Capabilities].,
2,,125,7,E.Info.SCM-3.PrivacyAsset]),and security assets (documented in [E.Info.SCM-3.SecurityAsset]) while
2,,125,14,"E.Info.SCM-3.SCM],",and for each equipment
2,,125,15,E.Info.DT.SCM-3],
2,,125,17,"E.Info.DT.SCM-3],",examine its justification
2,,125,21,E.Info.DT.SCM-3],ends with
2,,125,23,E.Info.DT.SCM-3],ends with “FAIL”; and
2,,125,25,E.Info.DT.SCM-3].,
2,,126,4,E.Info.DT.SCM-3],ends with “FAIL”; or
2,,126,6,E.Info.DT.SCM-3].,
2,,126,19,E.Info.SCM-3.SecurityAsset],
2,,126,20,"E.Info.SCM-3.PrivacyAsset],",between the equipment and an authorised
2,,126,22,E.Info.SCM-3.SCM],considering
2,,126,25,"E.Info.SCM-3.SCM.MessageEnc],",that:
2,,126,28,E.Info.SCM,-
2,,126,33,E.Info.SCM,-
2,,127,5,E.Info.SCM-3.SCM],the confirmations in the implementation category dependent
2,,127,8,E.Info.SCM-3.SCM],a confirmation in the implementation category dependent
2,,128,33,E.Info.SCM-4.SecurityAsset],Description of each stored security asset that is communicated over
2,,128,34,E.Info.SCM-4.NetworkInterface],and for which replay protection is
2,,128,36,E.Info.SCM-4.SecurityAsset.Com],Description of the use case where the asset is
2,,128,38,E.Info.SCM-4.NetworkInterface].,
2,,128,40,E.Info.SCM-4.SecurityAsset],is a subset of [E.Info.SCM-1.SecurityAsset].
2,,128,41,E.Info.SCM-4.PrivacyAsset],Description of each privacy asset that is communicated over network
2,,128,42,E.Info.SCM-4.NetworkInterface],"and for which replay protection is needed,"
2,,128,44,E.Info.SCM-4.PrivacyAsset.Com],Description of the use case where the asset is
2,,128,46,E.Info.SCM-4.NetworkInterface].,
2,,129,4,E.Info.SCM-4.PrivacyAsset],is a subset of [E.Info.SCM-1.PrivacyAsset].
2,,129,5,E.Info.SCM-4.NetworkInterface],"Description of each network interface of the equipment, including:"
2,,129,6,E.Info.SCM-4.NetworkInterface.Protocol],All communication protocols implemented and
2,,129,9,E.Info.SCM-4.SCM],Description of each secure communication mechanism that is required per SCM-1
2,,129,10,E.Info.SCM-4.PrivacyAsset],or security assets
2,,129,11,"E.Info.SCM-4.SecurityAsset],",including:
2,,129,12,E.Info.SCM-4.SCM.Capabilities],Description of the security mechanisms and cryptographic
2,,129,14,E.Info.SCM-4.SecurityAsset],or privacy assets documented in [E.Info.SCM-
2,,129,16,E.Info.SCM-4.SCM.SeqNumb],
2,,129,19,E.Info.SCM-4.NetworkInterface.Protocol];,and
2,,129,28,E.Info.SCM,-
2,,129,31,E.Info.SCM-4.NetworkInterface.Protocol];,and
2,,129,32,E.Info.SCM,-
2,,129,35,E.Info.SCM-4.NetworkInterface.Protocol];,and
2,,129,36,E.Info.SCM-4.SCM.Generic],
2,,129,37,E.Info.SCM,-
2,,129,40,E.Info.SCM-4.SCM.ImplDetail],Reference to versioned standards or specifications
2,,129,43,E.Info.SCM-4.SCM.Repudiation],Description of how the mechanism at least protects against
2,,129,45,E.Info.DT.SCM-4],Description of the selected path through the decision tree in Figure 25 for each
2,,129,46,E.Info.SCM-4.SCM].,
2,,129,49,E.Info.SCM-4.SCM].,
2,,129,51,E.Info.DT.SCM-4],with the following properties:
2,,129,53,"E.Info.SCM-4.SecurityAsset.Com],",[E.Info.SCM-
2,,129,54,E.Info.SCM-4.SCM.Capabilities],and [E.Info.SCM-4.SCM.Repudiation]; and
2,,130,4,"E.Info.SCM-4.SecurityAsset.Com],",[E.Info.SCM-
2,,130,5,E.Info.SCM-4.SCM.Capabilities].,
2,,130,16,"E.Info.SCM-4.SCM],",and for each equipment state
2,,130,17,E.Info.DT.SCM-4],ends
2,,130,19,"E.Info.DT.SCM-4],",examine its justification
2,,130,23,E.Info.DT.SCM-4],ends with
2,,130,25,E.Info.DT.SCM-4],ends with “FAIL”; and
2,,130,27,E.Info.DT.SCM-4].,
2,,130,29,E.Info.DT.SCM-4],ends with “FAIL”; or
2,,131,4,E.Info.DT.SCM-4].,
2,,131,17,E.Info.SCM-4.SecurityAsset],
2,,131,18,"E.Info.SCM-4.PrivacyAsset],",between the equipment and an authorised
2,,131,21,E.Info.SCM-4.SCM],"considering the equipment states documented, applying the"
2,,131,23,E.Info.SCM,-
2,,131,27,E.Info.SCM,-
2,,131,32,"E.Info.SCM-4.SCM.OneTimeEncKey],",that:
2,,131,36,E.Info.SCM,-
2,,132,5,E.Info.SCM-4.SCM],with the corresponding methods to ensure replay protection for the
2,,132,9,E.Info.SCM-4.SCM],with the corresponding methods to ensure replay protection for the
2,,133,21,E.Info.LGM-1.PrivacyAssetEvent],Description of each internal activity that is relevant for  privacy assets
2,,133,33,E.Info.LGM,-
2,,133,47,E.Info.LGM,-
2,,133,49,E.Info.DT.LGM-1],Description of the selected path through the decision tree in Figure 26 for each event
2,,133,50,E.Info.LGM-1.PrivacyAssetEvent].,
2,,133,52,E.Info.DT.LGM-1],with the following properties:
2,,133,54,E.Info.LGM-1.PrivacyAssetEvent.Legal];,and
2,,133,64,E.Info.LGM,-
2,,134,6,"E.Info.LGM-1.PrivacyAssetEvent],",check whether the path through the
2,,134,7,E.Info.DT.LGM-1],ends with “NOT APPLICABLE” or “PASS”.
2,,134,8,"E.Info.DT.LGM-1],",examine its justification
2,,134,12,E.Info.DT.LGM-1],ends with
2,,134,14,E.Info.DT.LGM-1],ends with “FAIL”; and
2,,134,16,E.Info.DT.LGM-1].,
2,,134,18,E.Info.DT.LGM-1],ends with “FAIL”; or
2,,134,20,E.Info.DT.LGM-1].,
2,,135,10,"E.Info.LGM-1.PrivacyAssetEvent],",functionally confirm whether the
2,,135,11,E.Info.LGM-1.PrivacyAssetEvent.LGM],by:
2,,135,16,E.Info.LGM-1.PrivacyAssetEvent.LGM],is not implemented.
2,,135,18,E.Info.LGM-1.PrivacyAssetEvent.LGM],is not implemented.
2,,136,4,E.Info.LGM-2.LGM],"Description of each logging mechanism that is required per LGM-1, including:"
2,,136,7,E.Info.LGM-2.LGM.InternalStorage],The storage location of log data for related
2,,136,17,E.Info.LGM,-
2,,136,20,E.Info.DT.LGM-2],Description of the selected path through the decision tree in Figure 27 for each logging
2,,136,21,E.Info.LGM-2.LGM].,
2,,136,23,E.Info.DT.LGM-2],with the following properties:
2,,136,25,E.Info.LGM-2.LGM.ExternalStorage];,and
2,,136,35,E.Info.LGM,-
2,,137,5,E.Info.LGM-2.LGM],check whether the path through the
2,,137,6,E.Info.DT.LGM-2],ends with “NOT APPLICABLE” or “PASS”.
2,,137,7,"E.Info.DT.LGM-2],",examine its justification
2,,137,11,E.Info.DT.LGM-2],ends with
2,,137,13,E.Info.DT.LGM-2],ends with “FAIL”; and
2,,137,15,E.Info.DT.LGM-2].,
2,,137,17,E.Info.DT.LGM-2],ends with “FAIL”; or
2,,137,19,E.Info.DT.LGM-2].,
2,,138,6,E.Info.LGM-2.LGM].,
2,,138,16,E.Info.LGM-2.LGM],
2,,138,18,E.Info.LGM,-
2,,138,27,E.Info.LGM-2.LGM.InternalStorage].,
2,,138,29,E.Info.LGM-2.LGM.InternalStorage].,
2,,139,10,E.Info.LGM-3.Events],"Description of the logged events, where related log data is persistently stored on"
2,,139,12,E.Info.LGM-3.Quantity],Minimum number of the latest events for which log data can be persistently
2,,139,14,E.Info.DT.LGM-3],Description of the selected path through the decision tree in Figure 28.
2,,139,16,E.Info.DT.LGM-3],with the following property:
2,,139,17,E.Info.LGM-3.Quantity],
2,,139,27,E.Info.DT.LGM-3],ends with “PASS”.
2,,139,28,"E.Info.DT.LGM-3],",examine its justification
2,,140,5,E.Info.DT.LGM-3],end with “PASS”; and
2,,140,7,E.Info.DT.LGM-3].,
2,,140,9,E.Info.DT.LGM-3],ends with “FAIL”; or
2,,140,11,E.Info.DT.LGM-3].,
2,,140,20,E.Info.LGM,-
2,,140,25,E.Info.LGM-3.Quantity],by
2,,140,26,E.Info.LGM-3.Events],to reach the minimum number of
2,,140,27,E.Info.LGM-3.Quantity];,and
2,,140,33,E.Info.LGM-3.Quantity].,
2,,140,35,E.Info.LGM,-
2,,141,26,E.Info.LGM-4.Events],"Description of the logged events, where related log data is persistently stored on"
2,,141,28,E.Info.LGM-4.LGM],Description of each logging mechanism that is required per LGM-1 that generates
2,,141,30,E.Info.LGM-4.LGM.Timestamp],
2,,141,33,E.Info.LGM,-
2,,141,36,E.Info.DT.LGM-4],Description of the selected path through the decision tree in Figure 29 for each logging
2,,141,37,E.Info.LGM-4.LGM].,
2,,141,39,E.Info.DT.LGM-4],with the following properties:
2,,141,49,E.Info.LGM,-
2,,142,12,E.Info.LGM,-
2,,142,23,"E.Info.LGM-4.LGM],",check whether the path through the
2,,142,24,E.Info.DT.LGM-4],ends with “PASS”.
2,,142,25,"E.Info.DT.LGM-4],",examine its justification
2,,142,29,E.Info.DT.LGM-4],end with “PASS”; and
2,,142,31,E.Info.DT.LGM-4].,
2,,142,33,E.Info.DT.LGM-4],ends with “FAIL”; or
2,,143,4,E.Info.DT.LGM-4].,
2,,143,13,E.Info.LGM-4.LGM],regarding its timestamps and time-related
2,,143,19,"E.Info.LGM-4.LGM],",functionally confirm that log data persistently stored on the
2,,143,20,E.Info.LGM-4.LGM.Timestamp],when real time
2,,143,23,E.Info.LGM-4.Events];,and
2,,143,27,"E.Info.LGM-4.LGM],",functionally confirm that log data persistently stored on the
2,,143,28,E.Info.LGM-4.LGM.Timerelated],when
2,,143,31,E.Info.LGM-4.Events];,and
2,,143,36,E.Info.LGM-4.LGM],there is no evidence that:
2,,144,6,E.Info.LGM-4.LGM],there is evidence that:
2,,145,38,E.Info.DLM-1.PersonalData],Description of the personal data that can be stored on the equipment.
2,,145,39,E.Info.DLM-1.SenSecParam],Description of the sensitive security parameters that can be stored on the
2,,146,3,E.Info.DLM-1.DLM],Description of each deletion mechanism including a description on whether the
2,,146,9,E.Info.DT.DLM-1],Description of the selected path through the decision tree in Figure 30 for each
2,,146,10,E.Info.DLM-1.PersonalData].,
2,,146,12,E.Info.DT.DLM-1],with the following property:
2,,146,13,E.Info.DLM-1.DLM].,
2,,146,23,E.Info.DLM-1.PersonalData],and for each sensitive security
2,,146,24,"E.Info.DLM-1.SenSecParam],",check whether the path through the decision
2,,146,25,E.Info.DT.DLM-1],ends with “PASS”.
2,,147,3,"E.Info.DT.DLM-1],",examine its justification
2,,147,7,E.Info.DT.DLM-1],end with “PASS”; and
2,,147,9,E.Info.DT.DLM-1].,
2,,147,11,E.Info.DT.DLM-1],ends with “FAIL”; or
2,,147,13,E.Info.DT.DLM-1].,
2,,147,18,E.Info.DLM-1.PersonalData],
2,,147,25,E.Info.DLM,-
2,,147,31,E.Info.DLM-1.PersonalData].,
2,,147,33,E.Info.DLM,-
2,,147,37,E.Info.DLM-1.PersonalData],and all sensitive security parameters found are documented in [E.Info.DLM-
2,,147,40,E.Info.DLM-1.PersonalData],or if there is a sensitive security parameter on the
2,,147,41,E.Info.DLM-1.SenSecParam].,
2,,148,10,"E.Info.DLM-1.DLM],",functionally confirm that the deletion
2,,148,14,E.Info.DLM-1.DLM],is not used.
2,,148,16,E.Info.DLM-1.DLM],is not used.
2,,149,21,E.Info.UNM-1.PersonalInformation],Description of each personal information that can be stored on the
2,,149,23,E.Info.UNM-1.PersonalInformation.UseCase],Description of each use case where changes
2,,149,25,E.Info.UNM-1.PersonalInformation.UseCase.Notification],Description of the user
2,,149,28,E.Info.UNM-1.PersonalInformation.UseCase.OtherInfo],
2,,149,33,E.Info.DT.UNM-1],Description of the selected path through the decision tree in Figure 31 for the
2,,149,34,E.Info.UNM,-
2,,149,37,E.Info.DT.UNM-1],with the following properties:
2,,149,44,E.Info.UNM,-
2,,149,55,E.Info.UNM,-
2,,150,12,E.Info.UNM-1.PersonalInformation.UseCase],check whether
2,,150,13,E.Info.DT.UNM-1],ends with “NOT APPLICABLE” or
2,,150,15,"E.Info.DT.UNM-1],",examine its justification
2,,150,19,E.Info.DT.UNM-1],ends with
2,,150,21,E.Info.DT.UNM-1],ends with “FAIL”; and
2,,150,23,E.Info.DT.UNM-1].,
2,,151,4,E.Info.DT.UNM-1],ends with “FAIL”; or
2,,151,6,E.Info.DT.UNM-1].,
2,,151,11,E.Info.UNM-1.PersonalInformation.UseCase],and the list of personal information that can
2,,151,12,E.Info.UNM-1.PersonalInformation],is complete.
2,,151,17,E.Info.UNM-1.PersonalInformation].,
2,,151,19,E.Info.UNM-1.PersonalInformation.UseCase].,
2,,151,22,E.Info.UNM-1.PersonalInformation],and all use cases found are documented in [E.Info.UNM-
2,,151,25,E.Info.UNM-1.PersonalInformation],or if there is a use case found that is not
2,,151,26,E.Info.UNM-1.PersonalInformation.UseCase].,
2,,151,36,E.Info.UNM-1.PersonalInformation.UseCase.Notification],for each use case documented in [E.Info.UNM-
2,,152,5,E.Info.UNM-1.PersonalInformation.UseCase],is not covered by a user notification mechanism
2,,152,6,E.Info.UNM-1.PersonalInformation.UseCase.Notification].,
2,,152,8,E.Info.UNM-1.PersonalInformation.UseCase],is not covered by a user notification mechanism
2,,152,9,E.Info.UNM-1.PersonalInformation.UseCase.Notification].,
2,,152,37,E.Info.UNM-2.Notifications],Description of each user notification mechanism that is required per UNM-
2,,152,39,E.Info.UNM-2.Notifications.UseCase],Description of each use case where notifications are
2,,153,3,E.Info.UNM-2.Notifications.UseCase.Content],Description of the content of the
2,,153,5,E.Info.DT.UNM-2],Description of the selected path through the decision tree in Figure 32 for each user
2,,153,6,E.Info.UNM-2.Notifications].,
2,,153,8,E.Info.DT.UNM-2],with the following property:
2,,153,18,E.Info.UNM,-
2,,153,23,E.Info.UNM-2.Notifications.UseCase.Content],as required per UNM-2.
2,,153,29,"E.Info.UNM-2.Notifications],",check whether the
2,,153,30,E.Info.DT.UNM-2],ends with “PASS”.
2,,153,31,"E.Info.DT.UNM-2],",examine its justification
2,,154,3,E.Info.DT.UNM-2],end with “PASS”; and
2,,154,5,E.Info.DT.UNM-2].,
2,,154,7,E.Info.DT.UNM-2],ends with “FAIL”; or
2,,154,9,E.Info.DT.UNM-2].,
2,,154,22,E.Info.UNM,-
2,,154,26,E.Info.UNM-2.Notifications].,
2,,154,28,E.Info.UNM-2.Notifications].,
2,,156,12,E.Info.CCK-1.CCK],For each confidential cryptographic key (whether preinstalled or generated by the
2,,156,18,E.Info.CCK-1.CCK.Deviation],Reference to the corresponding justification and to the
2,,156,20,E.Info.CCK-1.CCK.SecurityStrength],The security strength and the reference of the lookup tables
2,,156,25,E.Info.DT.CCK-1],Description of the selected path through the decision tree in Figure 33 for each
2,,156,26,E.Info.CCK-1.CCK].,
2,,156,28,E.Info.DT.CCK-1],with the following properties:
2,,156,30,E.Info.CCK-1.CCK.Deviation];,and
2,,156,31,E.Info.CCK-1.CCK],and [E.Info.CCK-
2,,157,6,"E.Info.CCK-1.CCK],",check whether the path
2,,157,7,E.Info.DT.CCK-1],ends with “NOT APPLICABLE” or “PASS”.
2,,157,9,"E.Info.DT.CCK-1],",examine its justification
2,,157,13,E.Info.DT.CCK-1],ends with
2,,157,15,E.Info.DT.CCK-1],ends with “FAIL”; and
2,,157,17,E.Info.DT.CCK-1].,
2,,157,19,E.Info.DT.CCK-1],ends with “FAIL”; or
2,,157,21,E.Info.DT.CCK-1].,
2,,158,7,E.Info.CCK-1.CCK].,
2,,158,9,E.Info.CCK,-
2,,158,12,E.Info.CCK-1.CCK].,
2,,158,17,E.Info.CCK-1.CCK],are implemented as documented.
2,,158,24,E.Info.CCK-1.CCK],functionally assess whether
2,,158,25,E.Info.CCK-1.CCK],is implemented in accordance with [E.Info.CCK-
2,,158,29,E.Info.CCK-1.CCK],deviates from their documentation.
2,,158,31,E.Info.CCK-1.CCK],deviates from the documentation.
2,,159,43,E.Info.CCK-2.Generation],Description of each generation mechanism for confidential cryptographic
2,,160,3,E.Info.CCK-2.Generation.CCK],Specification of the confidential cryptographic keys the
2,,160,8,E.Info.CCK-2.Generation.RNSource],
2,,160,17,E.Info.CCK-2.Generation.RNG],
2,,160,28,E.Info.CCK-2.Generation.Implementation],
2,,160,34,E.Info.CCK,-
2,,161,7,E.Info.DT.CCK-2],Description of the selected path through the decision tree in Figure 34 for each
2,,161,8,E.Info.CCK-2.Generation].,
2,,161,10,E.Info.DT.CCK-2],with the following properties:
2,,161,12,E.Info.CCK-2.Generation.Deviation];,and
2,,161,13,E.Info.CCK-2.Generation].,
2,,161,17,E.Info.CCK-2.Generation],are as required per CCK-2.
2,,161,24,"E.Info.CCK-2.Generation],",check whether the path through the decision tree documented in
2,,161,25,E.Info.DT.CCK-2],ends with “NOT APPLICABLE” or “PASS”.
2,,162,3,"E.Info.DT.CCK-2],",examine its justification
2,,162,7,E.Info.DT.CCK-2],ends with
2,,162,9,E.Info.DT.CCK-2],ends with “FAIL”; and
2,,162,11,E.Info.DT.CCK-2].,
2,,162,15,E.Info.DT.CCK-2].,
2,,162,20,E.Info.CCK-2.Generation].,
2,,162,25,E.Info.CCK-2.Generation],through a consistency check with
2,,162,26,E.Info.CCK-1.CCK].,
2,,162,29,E.Info.CCK-2.Generation].,
2,,162,31,E.Info.CCK-2.Generation].,
2,,163,40,E.Info.CCK-3.CCK],"Description of each preinstalled confidential cryptographic key on the equipment,"
2,,163,44,E.Info.CCK-3.CCK.Controlled],Description of:
2,,164,8,E.Info.CCK-3.CCK.Shared],Description of the equipment’s functionalities that require the
2,,164,10,E.Info.CCK-3.CCK.Unique],
2,,164,12,E.Info.DT.CCK-3],Description of the selected path through the decision tree shown in Figure 35 for each
2,,164,13,E.Info.CCK-3.CCK].,
2,,164,15,E.Info.DT.CCK-3],with the following properties:
2,,164,17,E.Info.CCK-3.CCK.Controlled];,and
2,,164,19,E.Info.CCK-3.CCK.Shared];,and
2,,164,20,E.Info.CCK-3.CCK.Unique].,
2,,165,6,"E.Info.CCK-3.CCK],",check whether the path
2,,165,7,E.Info.DT.CCK-3],ends with “NOT APPLICABLE” or “PASS”.
2,,165,8,"E.Info.DT.CCK-3],",examine its justification
2,,165,12,E.Info.DT.CCK-3],ends with
2,,165,14,E.Info.DT.CCK-3],ends with “FAIL”; and
2,,165,16,E.Info.DT.CCK-3].,
2,,165,18,E.Info.DT.CCK-3],ends with “FAIL”; or
2,,165,20,E.Info.DT.CCK-3].,
2,,166,11,E.Info.CCK-3.CCK].,
2,,166,14,E.Info.CCK-3.CCK].,
2,,166,16,E.Info.CCK-3.CCK].,
2,,166,25,"E.Info.CCK-3.CCK],",where [E.Info.CCK-3.CCK.Unique] indicates that the CCK
2,,167,5,"E.Info.CCK-3.CCK],",where [E.Info.CCK-3.CCK.Unique] indicates that the CCK is claimed to be practically
2,,167,8,"E.Info.CCK-3.CCK],",where [E.Info.CCK-3.CCK.Unique] indicates that the CCK is claimed to be practically
2,,168,15,E.Info.GEC-1.SecurityAsset],Description of each security asset of the equipment.
2,,168,16,E.Info.GEC-1.PrivacyAsset],Description of each privacy asset of the equipment.
2,,168,17,E.Info.GEC-1.SoftwareDocumentation],"Description of the software of the equipment, including their"
2,,168,18,E.Info.GEC-1.SecurityAsset],
2,,168,19,E.Info.GEC-1.PrivacyAsset].,
2,,168,20,E.Info.GEC-1.HardwareDocumentation],Description of the hardware of the equipment that affect the
2,,168,21,E.Info.GEC-1.SecurityAsset],and [E.Info.GEC-
2,,168,23,E.Info.GEC-1.ListOfVulnerabilities],Description of all publicly known exploitable vulnerabilities in the
2,,168,24,E.Info.GEC,-
2,,168,25,E.Info.GEC-1.PrivacyAsset].,The document includes also the source of the
2,,168,29,E.Info.GEC-1.ListOfVulnerabilities.Remediated],The
2,,168,32,E.Info.GEC-1.ListOfVulnerabilities.SpecificCondition],The description of specific conditions
2,,168,34,E.Info.GEC-1.ListOfVulnerabilities.Mitgated],The
2,,168,36,E.Info.GEC-1.ListOfVulnerabilities.Accepted],The
2,,168,38,E.Info.DT.GEC-1],Description of the selected path through the decision tree in Figure 36 for each
